close,num_trades
113054.72,111427
112809.94,60929
112345.01,91492
112130.65,73249
112024.29,77808
112153.67,91400
112126.9,77302
112344.81,50367
112567.84,67177
112555.99,53325
112431.95,39013
112017.95,50813
112160.0,37572
112460.47,64118
112407.32,68553
112472.03,51826
112584.5,32747
112942.21,56201
113286.32,104845
112944.85,56770
112736.22,60785
112599.62,68798
112564.01,34597
112581.97,38911
112453.73,48095
112266.71,53648
111872.52,77041
112034.87,55310
111905.73,27791
111885.74,49877
111541.37,86737
111711.25,64653
111534.26,67099
111521.75,114834
111389.0,197846
111955.74,143077
111711.34,118031
111059.76,155923
110751.36,135697
111012.25,127985
110798.01,138400
110855.73,109532
110825.07,79208
110748.0,74420
110436.79,124534
110685.33,104177
111186.78,61781
111005.83,56639
111213.7,67252
111444.76,54347
111399.63,58953
111213.71,48997
111271.73,60512
111509.53,39932
111164.26,89197
111109.76,59628
110622.92,68215
111175.49,63443
110854.19,60029
111220.29,45502
111240.34,34609
110667.97,48719
110802.56,48317
110900.41,32010
110763.28,33494
110663.87,66086
110459.89,96281
110431.27,67646
110913.94,73129
110996.0,56540
111299.99,48354
111333.38,69653
111305.01,45656
111510.43,30000
111516.96,36049
111544.85,57556
111329.48,40681
111601.36,32953
111473.71,19945
110966.03,60348
111051.55,44800
111411.14,56299
110951.14,52357
111026.17,50790
111434.69,47595
111666.83,57443
111230.79,46715
110882.17,75921
110584.2,62386
110700.49,69455
110614.96,48523
110817.5,51806
110849.99,50287
109800.1,113188
111146.31,167826
111446.1,92426
111344.37,58880
111469.63,53802
111355.61,57921
111155.66,49771
111404.72,32321
111554.96,73258
111672.89,51534
111519.07,44145
111100.01,54217
111342.47,106821
110860.0,121452
110076.67,152517
110688.55,159602
110529.34,166868
110437.4,128484
109930.18,141197
108549.21,277179
108073.18,223106
107917.62,218416
109232.43,172193
108864.01,164082
108700.19,108448
108276.7,101376
107805.0,136807
108284.45,129346
108656.19,106799
107880.29,147659
107801.02,127064
108197.66,122907
108151.39,96930
107763.21,125585
107838.01,89327
108103.97,67613
108321.58,54857
108443.7,35179
108064.72,65486
108015.87,41324
107798.85,37811
108137.74,44434
107985.32,54525
108194.28,37157
108280.04,63137
108654.59,73170
108800.0,69600
108897.09,72206
108739.99,46028
108839.84,54342
108442.76,55339
108649.99,47817
108972.97,43016
109020.71,41156
108972.14,42187
109176.74,49183
109070.39,36564
108970.42,38712
108787.26,47647
108752.35,38473
108650.0,45683
108381.76,62018
108003.12,65895
107387.77,152483
106741.28,189928
106309.39,210195
105913.45,213144
105633.75,148163
104750.0,229304
105305.67,206919
104884.38,166361
105232.45,172326
105516.0,127937
104531.35,140651
104212.01,174850
104392.68,235267
104751.99,121947
106108.92,218535
105891.94,189664
105683.72,125408
105800.04,122828
105671.77,113465
105350.4,81994
105342.26,117119
105780.01,195631
105835.63,234309
105366.48,198007
104707.81,180025
105163.42,161741
105877.05,179051
105933.03,129102
106803.53,154893
106948.0,186134
106666.47,130470
106372.34,113652
106316.37,105109
106405.64,84716
106453.27,99310
106685.04,97200
106861.95,93849
106647.11,71104
106720.61,75292
106357.51,67782
106454.72,68986
106808.0,57207
107050.5,59796
107021.37,51526
107387.73,55751
107326.31,27118
107301.4,39800
107220.0,38762
106899.13,39946
107000.1,25135
106878.35,24029
106641.16,43449
106431.68,31142
106476.5,40096
106746.67,58314
106845.52,29353
106998.89,51655
107220.75,42033
107149.3,27142
106881.62,38599
106771.59,40045
106597.98,43821
106855.77,41392
107000.0,38850
107070.4,37468
106708.25,41777
106565.71,25053
106478.71,20264
106615.7,18866
106719.99,19030
106812.52,20287
106910.62,25623
106752.59,20599
106839.96,18666
107139.49,63110
107198.19,41005
106665.0,64169
106839.92,53882
106767.34,50388
106719.2,26905
106781.58,28038
106770.82,20182
106884.41,17632
106871.85,17095
107092.55,30320
106924.47,43569
106919.59,27601
106973.02,24148
107208.6,24163
107254.91,31491
107037.53,27773
107065.17,20810
106945.32,28238
106825.78,31136
106888.78,29262
106959.69,38323
107069.52,38920
107028.36,34701
107091.3,29826
106893.48,33422
106948.75,21884
106817.03,26078
106528.3,42944
106664.01,33708
106767.54,24148
106857.07,24887
106880.03,21044
106778.64,15745
106850.66,15857
106843.75,9099
106965.55,20641
106968.76,13881
107080.14,20419
107020.67,28913
107168.45,27397
107018.51,19913
106887.98,21649
107145.09,22065
107177.05,21600
107134.66,20863
107198.99,21015
107125.87,16031
107052.19,19786
107119.99,11320
107185.01,9521
107070.44,46436
106952.92,38252
106898.03,37433
106925.69,22457
106904.32,14146
106973.26,17918
106926.64,18558
106890.26,18401
106847.02,11872
107120.46,20703
107259.98,27023
107275.78,31994
107005.35,37492
107131.18,17595
107046.9,14310
107128.17,16689
107020.67,32356
106888.59,35925
106802.63,17387
106653.37,25242
106777.75,22466
106880.61,19123
106799.33,18993
106786.0,15201
107148.01,34398
106494.99,98110
106443.95,70488
106342.14,58323
106408.76,51889
107401.47,188625
107529.7,99582
107675.92,98845
107882.71,49219
108035.97,103637
107925.43,40632
107783.47,54335
107613.7,64322
107642.44,57502
107631.43,39628
107388.37,58347
107710.32,51950
108096.34,87093
108409.99,80056
108179.92,82389
108405.47,61919
108441.56,67648
108387.66,55510
108486.7,24796
108313.9,26042
108419.77,32217
108624.19,67387
109083.53,89339
109100.0,53314
109113.52,36416
109139.01,36673
109272.49,47075
109383.01,30418
109131.19,51168
108926.22,38272
108908.43,27028
108821.12,34229
108820.11,32810
108845.06,34383
108677.48,32824
108766.18,14039
108744.82,17884
109198.54,61424
109292.15,52247
109146.8,34196
108852.45,32665
108695.72,33662
108642.78,32713
107985.76,68770
107850.99,124512
108047.46,79108
108031.67,75440
107974.72,64177
108053.58,48413
108333.93,65559
108788.5,61808
108767.02,50943
108884.58,35764
108829.88,35324
110145.44,152502
110122.27,121371
110217.66,73823
110422.1,44238
110473.6,54055
110734.35,80656
111033.79,73142
111260.98,72946
111150.01,76862
111298.55,53799
111316.5,54956
111192.9,45195
111169.92,39261
111124.33,32651
111303.7,63317
111097.15,44866
110793.99,52886
110720.54,50278
110964.13,47113
110917.27,46206
110985.24,40876
110731.78,56423
110734.43,66450
110721.17,51117
111016.75,38804
110964.07,43804
111055.16,49327
110843.81,43835
110659.01,44514
110793.41,82747
111161.35,94916
110813.03,78717
111092.36,67115
111210.86,53657
111233.39,74964
111353.7,51694
111144.55,86133
111200.0,135318
110633.74,110899
110683.19,107003
110589.28,84054
109953.52,69463
110282.76,67923
110245.5,53907
110745.03,54071
110937.92,41353
110623.82,53171
110903.22,52609
110803.22,60091
110993.4,76062
111050.23,33633
111091.46,27489
110971.28,29229
110768.92,20475
110563.2,28413
110729.08,30617
110846.74,26109
110794.08,17910
110545.46,20373
110624.64,35596
110532.09,32740
110369.98,47183
110395.32,56937
110446.69,35020
110146.15,44311
110135.54,29962
109863.19,57864
109505.83,80641
109610.59,69978
109514.92,45911
109340.98,48978
109572.15,46375
109059.22,45164
108220.69,189773
107939.58,101531
107779.7,101187
107889.28,102501
107647.59,70002
107537.12,57912
107920.2,65579
107977.3,59605
107909.79,53117
107896.18,56506
108041.53,45948
108086.37,36851
107877.95,51796
107651.32,53034
107695.79,50584
107700.57,41949
107719.0,34455
107754.27,26628
107676.4,36048
108004.82,42450
108499.56,85267
108490.0,51213
108428.94,51149
108580.01,34486
108774.07,42185
109013.61,99560
108793.4,74627
108596.55,113152
108804.09,96224
108426.98,133613
110177.07,179273
109972.36,150458
112170.52,201123
112474.34,190098
112944.26,142957
113422.61,120711
113746.19,108803
113713.08,102719
112565.88,131067
111915.76,183341
112375.13,167648
111973.42,146409
111856.29,102478
111608.19,79677
111990.55,64042
112105.05,50240
111737.56,64691
111780.39,51375
110819.93,115653
110960.81,80399
110787.56,53185
110905.75,49788
110782.83,94956
110816.32,39602
110426.88,61696
108706.01,189837
109066.98,112687
109278.44,83658
108310.84,106396
108297.67,111840
108303.0,86397
107929.97,124573
107986.14,85263
108144.69,94467
108199.71,77525
108364.21,60980
108547.04,65398
108339.38,46406
108198.85,45416
107925.7,61907
107990.7,55508
108216.02,36667
108447.38,46585
108531.74,34179
108625.6,38967
108265.25,47552
107895.82,79126
108166.81,48644
108147.11,38758
108015.34,63279
107980.02,43296
107862.08,72743
108189.59,45234
108321.63,55589
108113.29,34103
108182.38,45360
108229.3,29450
107884.15,38558
108041.03,46372
107963.13,46867
108006.39,51322
107902.15,39039
107657.98,44452
108080.32,181732
107988.36,94832
107555.05,75632
108057.7,74694
108188.89,65111
108044.96,68410
108324.01,69451
108457.99,129337
108783.36,169194
108162.13,155516
107864.57,195884
108947.5,187254
108268.46,193831
108488.07,167544
108416.5,107203
108385.03,108433
108541.14,163957
108226.0,108659
107982.08,79203
107843.09,88001
107778.45,83683
107644.22,81686
108125.16,70063
108023.33,62119
108231.54,71358
108166.84,55707
107870.35,73038
107708.64,56415
107926.58,39529
107696.03,41276
107186.8,132648
106947.2,82187
107207.98,52889
107325.35,64325
107055.74,79494
107196.82,50984
107630.39,54704
107788.32,52072
107567.44,29866
107819.4,38064
107786.0,42577
107845.3,33185
108412.03,77651
108209.84,52088
108150.0,26247
108307.98,26666
108237.84,28416
108410.29,26131
108589.99,41027
108581.61,43211
108377.96,29326
108465.82,22240
108691.97,25382
108644.32,34342
108827.37,31389
108690.07,14993
108940.58,25853
109855.29,94067
109894.8,85266
110246.94,64077
109750.48,59431
109287.14,62344
109269.9,51017
109787.65,65973
109554.02,54577
109505.44,35747
109305.0,47755
109368.94,30589
109426.99,36099
109677.06,47242
109502.15,33861
109439.2,23305
109398.27,36523
109334.83,49746
109253.89,41232
109042.8,93564
108948.54,61481
109164.94,42168
108978.17,49518
109580.0,91338
109500.62,99779
108782.53,129548
109667.12,101075
109594.9,76387
109665.77,107315
109897.27,90265
109908.28,65281
109951.01,65751
109658.86,51986
110263.74,66814
110130.86,96421
110900.06,86145
111241.71,99825
110855.47,74530
110415.59,59043
110571.66,41110
110228.41,48327
110410.01,31123
110200.0,47029
109946.09,64484
109851.08,32602
109524.81,52524
109671.85,38174
109493.27,21110
109532.97,53123
109857.57,40638
110083.5,29196
109943.94,19473
109981.55,16809
110001.62,20638
110078.18,19381
110403.58,51598
110325.89,46386
110500.28,51699
110440.09,40779
110317.41,37780
110585.08,34833
110422.81,27877
110406.31,26428
110570.12,35761
110500.64,21393
110357.0,25087
110441.46,26866
110544.39,29389
111127.48,90197
111178.55,56224
111134.08,39640
111128.58,41698
111261.36,35474
111200.0,29908
111487.99,34962
111464.36,27477
111188.0,41693
111112.0,26755
111054.61,55827
110995.58,54762
110990.7,49188
111097.8,44537
111331.99,51239
111318.23,40200
111324.51,32901
111186.0,31087
111193.83,34952
111114.03,23686
111237.85,25030
110992.17,50771
111066.29,32993
110923.2,43507
111383.74,152409
111297.01,85261
111302.77,54858
110744.23,92955
110937.94,128758
110177.98,118855
110103.81,147669
110219.17,101977
110475.8,78041
110362.59,64432
110046.91,61052
110212.86,52715
110032.02,41187
110261.81,33819
110387.03,47430
110370.8,32857
110235.22,29909
110519.16,41087
110512.01,35179
110619.39,33331
110815.26,37587
110689.75,30831
110615.07,33469
110721.0,29642
110717.65,18795
110893.7,28402
111008.04,45733
110939.08,28571
111085.57,30329
111047.99,16210
111060.45,11890
111023.01,15546
110930.87,8914
110953.99,13597
111004.89,7141
110848.49,15056
110793.22,18134
110766.6,25258
110896.5,15102
110969.47,30307
111070.31,13171
111005.08,14888
110987.19,8951
111025.77,16077
111136.64,14572
111063.32,12666
111029.99,10713
111421.74,21866
111338.0,18449
111228.0,14532
111128.49,16787
111280.36,12239
111386.79,16180
111406.15,16880
111274.5,16633
111366.42,13703
111552.43,17625
111663.6,40118
111489.6,22158
111579.22,14750
111568.12,19373
111763.8,24437
111692.66,30723
111739.31,17389
111521.47,27284
111494.99,37131
111656.22,30896
111559.94,21767
111591.26,16051
111616.09,10872
111563.81,15533
111649.96,23517
111667.45,12407
111899.03,32852
111774.44,23665
111688.32,27165
111680.91,23918
111709.98,15388
111605.49,18867
111591.19,11562
111446.5,23245
111500.0,17111
111385.18,14829
111270.12,29212
111266.93,10678
111372.25,13325
111371.18,12845
111309.74,5907
111374.96,8488
111434.12,10857
111705.73,20721
111719.98,14605
111659.99,12375
111612.67,15865
111623.45,8312
111584.14,9967
111417.09,10948
111431.94,11593
111416.43,12095
111360.0,12306
111477.76,10063
111477.75,11565
111557.57,10250
111621.69,12893
111578.37,15547
111592.35,12227
111646.27,12758
111589.57,22687
111853.88,27166
111715.98,31696
111701.24,23870
111749.57,12872
111644.42,23092
111589.6,23876
111568.42,17026
111448.85,20796
111494.59,14280
111344.64,12177
111260.46,14095
111336.27,11969
111414.65,10074
111430.4,8546
111479.98,14073
111630.49,12651
111615.32,12103
111548.75,8142
111609.42,12428
111635.95,11280
111678.39,14091
111693.77,10212
111723.98,9655
111756.05,13550
111807.61,12751
111776.94,15209
111819.79,17791
112348.91,120922
112528.83,55549
112367.34,30502
112443.71,35387
112477.1,22683
112613.63,32214
112943.24,67369
113286.09,106415
113700.01,101845
113545.18,57460
113575.05,61147
113489.55,63382
113639.98,41762
113711.53,86818
113864.15,47600
113850.0,48069
113575.36,37600
113487.65,34959
113469.5,30244
113694.97,27372
113370.0,42429
113533.06,24972
113517.53,29611
113669.28,29986
113592.01,17102
113442.13,16615
113558.97,16263
113762.23,22367
113575.15,22955
113572.6,15296
113621.23,16799
113585.99,9837
113500.0,11409
113410.97,18792
113320.8,15474
113366.38,13758
113338.76,51781
113497.06,45285
114386.0,220544
114475.89,74479
114681.33,49550
114478.17,60406
114642.0,47998
114559.4,42786
114970.57,74080
114886.77,63694
114767.29,49352
114979.43,50436
115324.51,51147
115284.01,43726
115184.86,41897
115007.5,48175
114883.39,41374
115136.88,39739
114928.2,42551
114958.51,31060
115184.85,27651
115225.0,22765
115256.44,22494
115546.22,44934
115464.96,50598
115556.57,39599
115681.71,35079
115779.1,55037
116053.49,75916
115969.19,93486
115594.0,57077
115554.6,62180
115594.36,47745
115320.31,58615
115014.88,65010
115100.45,87015
115325.88,75194
115254.01,34165
115509.33,52405
115510.6,29610
115447.94,33681
115308.79,40453
115438.99,49491
115362.02,40327
115185.84,42774
115142.33,59829
115065.67,41893
115200.65,39656
114731.65,71361
115264.28,111921
114591.4,98977
114976.9,91006
114810.05,57615
115098.02,93544
115038.77,87413
114969.68,55050
115282.01,74378
115496.06,64685
115497.57,56098
115561.57,45863
115608.0,48710
115706.06,33240
115593.3,39447
115443.23,35326
115342.19,35487
115071.68,56144
114962.66,40415
114942.64,36904
114811.46,37501
114619.95,24198
114455.17,44596
114426.4,25840
114355.64,42544
114302.7,35920
114480.86,44856
114272.59,39509
114112.51,41591
114032.98,59969
114112.39,38829
114107.65,29641
114159.73,52056
114086.0,40061
113961.67,55381
114245.08,43049
114256.73,33679
114424.76,31033
114166.69,29718
114128.6,42502
113936.94,65789
113823.01,56215
