open_time,open,high,low,close,volume,close_time,quote_volume,num_trades
2026-02-02 16:00:00,77988.5,78458.0,77800.0,78224.79,960.76337,2026-02-02 16:59:59.999000,74925553.9733863,323067
2026-02-02 15:00:00,77760.0,78434.0,77706.0,77988.51,1103.97039,2026-02-02 15:59:59.999000,86120645.2539989,320801
2026-02-02 14:00:00,77504.54,77970.62,77451.11,77759.99,983.08962,2026-02-02 14:59:59.999000,76466338.0066646,268090
2026-02-02 13:00:00,77725.33,77876.69,77474.85,77504.54,1049.86427,2026-02-02 13:59:59.999000,81521120.0469882,268374
2026-02-02 12:00:00,76881.28,77815.0,76652.0,77725.33,2196.40917,2026-02-02 12:59:59.999000,170180164.5523161,459943
2026-02-02 11:00:00,76660.78,77191.15,76628.28,76881.28,1422.14452,2026-02-02 11:59:59.999000,109369558.0734551,361539
2026-02-02 10:00:00,76549.32,76958.0,76327.9,76660.79,1646.53051,2026-02-02 10:59:59.999000,126151849.8380286,462448
2026-02-02 09:00:00,75502.1,76834.71,74957.51,76549.32,3207.27225,2026-02-02 09:59:59.999000,243242170.891786,676199
2026-02-02 08:00:00,75894.15,75999.99,74911.14,75502.1,2327.56014,2026-02-02 08:59:59.999000,175315426.6760915,558104
2026-02-02 07:00:00,76292.98,76621.28,75335.9,75894.15,2387.03559,2026-02-02 07:59:59.999000,181531495.4632673,505862
2026-02-02 06:00:00,76491.18,76575.93,74604.0,76292.98,6845.40126,2026-02-02 06:59:59.999000,515668508.2372719,1008654
2026-02-02 05:00:00,77518.87,77555.62,76449.84,76491.17,1406.18164,2026-02-02 05:59:59.999000,108215443.9611382,410082
2026-02-02 04:00:00,77672.61,77942.28,76619.69,77518.87,1238.02224,2026-02-02 04:59:59.999000,95892495.7672463,521896
2026-02-02 03:00:00,76968.22,78231.26,76606.39,77672.61,1960.16053,2026-02-02 03:59:59.999000,151925957.2240549,704706
2026-02-02 02:00:00,77249.31,77610.72,75700.0,76968.21,4850.01845,2026-02-02 02:59:59.999000,371321702.7967746,677032
2026-02-02 01:00:00,76526.03,77779.63,76456.78,77249.31,1235.13318,2026-02-02 01:59:59.999000,95296146.2358238,398499
2026-02-02 00:00:00,77103.04,77161.26,76359.87,76526.03,1221.6059,2026-02-02 00:59:59.999000,93722521.8360675,370566
2026-02-01 23:00:00,77174.77,77740.91,76606.0,77103.04,1125.71882,2026-02-01 23:59:59.999000,86838139.9915463,371114
2026-02-01 22:00:00,78029.29,78106.1,77000.01,77174.78,457.49789,2026-02-01 22:59:59.999000,35473923.355168,257502
2026-02-01 21:00:00,77745.33,78443.1,77727.27,78029.28,791.63632,2026-02-01 21:59:59.999000,61808538.3951773,329953
2026-02-01 20:00:00,77494.77,77748.0,77300.0,77745.32,549.82327,2026-02-01 20:59:59.999000,42635456.7780305,327533
2026-02-01 19:00:00,77593.4,77838.48,77087.76,77494.77,1084.57336,2026-02-01 19:59:59.999000,83953794.73546,493272
2026-02-01 18:00:00,78211.12,78254.2,76761.98,77593.4,2045.87767,2026-02-01 18:59:59.999000,158134003.9331339,662084
2026-02-01 17:00:00,78317.51,78520.0,77236.68,78211.12,1658.37078,2026-02-01 17:59:59.999000,129207311.4579532,617614
2026-02-01 16:00:00,78459.68,78768.68,78203.21,78317.51,482.47432,2026-02-01 16:59:59.999000,37895543.502112,205226
2026-02-01 15:00:00,78743.57,78760.0,78244.0,78459.67,620.90729,2026-02-01 15:59:59.999000,48748335.8178633,206071
2026-02-01 14:00:00,78279.73,78877.89,78279.72,78743.56,539.38656,2026-02-01 14:59:59.999000,42379299.7466323,218909
2026-02-01 13:00:00,79034.45,79220.72,78148.1,78279.73,863.43565,2026-02-01 13:59:59.999000,67942607.3662948,312831
2026-02-01 12:00:00,78604.02,79136.1,78551.15,79034.45,479.76229,2026-02-01 12:59:59.999000,37807903.1491442,189051
2026-02-01 11:00:00,78343.0,78863.0,78252.64,78604.02,567.72389,2026-02-01 11:59:59.999000,44603722.9275774,223580
2026-02-01 10:00:00,78300.01,78724.01,77967.69,78343.0,808.74546,2026-02-01 10:59:59.999000,63296409.9875797,291017
2026-02-01 09:00:00,78620.9,78824.1,78266.63,78300.0,568.62406,2026-02-01 09:59:59.999000,44665527.2636759,200310
2026-02-01 08:00:00,78973.22,79006.0,78527.13,78620.91,744.7428,2026-02-01 08:59:59.999000,58660566.0800846,198307
2026-02-01 07:00:00,78868.29,79119.3,78720.97,78971.75,441.04188,2026-02-01 07:59:59.999000,34823785.6762405,154405
2026-02-01 06:00:00,78900.01,79008.36,78666.73,78868.28,594.31033,2026-02-01 06:59:59.999000,46838113.0947163,198452
2026-02-01 05:00:00,78532.32,79060.44,78378.0,78900.01,762.94469,2026-02-01 05:59:59.999000,60059542.1075661,280075
2026-02-01 04:00:00,78902.31,78943.62,78284.0,78532.17,1163.10084,2026-02-01 04:59:59.999000,91401610.5329853,365358
2026-02-01 03:00:00,78741.1,79424.0,78644.09,78902.31,1738.02598,2026-02-01 03:59:59.999000,137406050.2797791,453145
2026-02-01 02:00:00,78155.16,79240.0,78078.67,78741.09,1552.86508,2026-02-01 02:59:59.999000,122183291.1011483,347443
2026-02-01 01:00:00,78292.0,78499.94,78000.0,78155.17,902.43744,2026-02-01 01:59:59.999000,70594211.6578053,233979
2026-02-01 00:00:00,77999.02,78365.02,77372.69,78292.0,1330.5666,2026-02-01 00:59:59.999000,103689804.0304607,417345
2026-01-31 23:00:00,77750.01,78141.95,77092.34,77999.03,1378.50317,2026-01-31 23:59:59.999000,106947266.5932428,426367
2026-01-31 22:00:00,78038.39,78576.3,77194.0,77750.01,2463.45994,2026-01-31 22:59:59.999000,191947689.197807,555966
2026-01-31 21:00:00,78893.92,79143.64,75719.9,78038.38,7783.32311,2026-01-31 21:59:59.999000,603507189.9175195,847095
2026-01-31 20:00:00,80365.05,80550.74,78159.9,78893.92,6669.26832,2026-01-31 20:59:59.999000,528254556.0216781,909684
2026-01-31 19:00:00,81302.16,82200.0,80098.01,80365.04,5113.56418,2026-01-31 19:59:59.999000,413298570.0582603,736832
2026-01-31 18:00:00,81480.0,81789.68,81088.0,81302.15,1568.15407,2026-01-31 18:59:59.999000,127554126.942484,392138
2026-01-31 17:00:00,82768.0,82928.2,80825.76,81479.99,4166.24097,2026-01-31 17:59:59.999000,339638421.9088188,722011
2026-01-31 16:00:00,82761.99,82919.29,82478.59,82767.99,539.85854,2026-01-31 16:59:59.999000,44642719.0962285,195158
2026-01-31 15:00:00,83020.0,83140.0,82720.0,82762.0,537.57574,2026-01-31 15:59:59.999000,44555733.8412743,160068
2026-01-31 14:00:00,83160.0,83160.0,82851.97,83020.0,279.69189,2026-01-31 14:59:59.999000,23220354.0229587,118802
2026-01-31 13:00:00,83109.1,83203.26,82917.32,83160.0,515.13254,2026-01-31 13:59:59.999000,42811420.6797339,116996
2026-01-31 12:00:00,83074.08,83300.0,82894.0,83109.1,471.08907,2026-01-31 12:59:59.999000,39167263.9830662,169958
2026-01-31 11:00:00,83546.82,83629.08,82560.75,83074.07,1142.87539,2026-01-31 11:59:59.999000,94883157.8509379,314551
2026-01-31 10:00:00,83786.09,83805.02,83404.67,83546.81,478.7189,2026-01-31 10:59:59.999000,40014037.4359084,94324
2026-01-31 09:00:00,84000.01,84050.51,83638.4,83786.09,407.33324,2026-01-31 09:59:59.999000,34134993.0959037,93835
2026-01-31 08:00:00,83992.44,84097.37,83903.7,84000.01,249.62585,2026-01-31 08:59:59.999000,20967094.4653515,73730
2026-01-31 07:00:00,84022.7,84146.22,83941.43,83992.45,214.26773,2026-01-31 07:59:59.999000,18013269.9062507,69101
2026-01-31 06:00:00,84130.01,84232.0,84022.69,84022.69,356.74317,2026-01-31 06:59:59.999000,30016580.5948519,76399
2026-01-31 05:00:00,84000.0,84183.42,83815.02,84130.01,514.80351,2026-01-31 05:59:59.999000,43239036.1952878,110835
2026-01-31 04:00:00,84067.83,84266.22,83908.0,83999.99,474.79523,2026-01-31 04:59:59.999000,39922697.9120194,102397
2026-01-31 03:00:00,84260.5,84270.02,84014.01,84067.83,380.99765,2026-01-31 03:59:59.999000,32060607.1140464,99962
2026-01-31 02:00:00,84220.0,84298.96,83933.82,84260.49,357.01742,2026-01-31 02:59:59.999000,30030356.1713623,101216
2026-01-31 01:00:00,84273.71,84327.06,83918.42,84219.99,454.50219,2026-01-31 01:59:59.999000,38214283.136958,167317
2026-01-31 00:00:00,83906.34,84523.11,83790.44,84273.7,835.94444,2026-01-31 00:59:59.999000,70417008.9965236,253269
2026-01-30 23:00:00,84243.0,84299.99,83539.2,83906.34,2390.62988,2026-01-30 23:59:59.999000,200668721.910862,642136
2026-01-30 22:00:00,83931.13,84621.16,83917.36,84242.99,1851.84536,2026-01-30 22:59:59.999000,156092177.8293766,627150
2026-01-30 21:00:00,82943.23,84160.0,81871.37,83931.13,2213.77003,2026-01-30 21:59:59.999000,183445167.7066359,777890
2026-01-30 20:00:00,83149.0,83475.8,82641.6,82943.23,1094.09504,2026-01-30 20:59:59.999000,90878216.4594951,535245
2026-01-30 19:00:00,82882.84,83493.6,82549.35,83149.0,956.54558,2026-01-30 19:59:59.999000,79451323.2658162,531783
2026-01-30 18:00:00,83098.0,83616.46,82382.01,82883.94,1512.89136,2026-01-30 18:59:59.999000,125728110.9064015,716661
2026-01-30 17:00:00,82740.93,83797.99,82738.68,83098.0,1785.40114,2026-01-30 17:59:59.999000,148576592.0073549,560365
2026-01-30 16:00:00,82800.49,83087.34,82421.64,82740.92,760.57185,2026-01-30 16:59:59.999000,62923812.7135169,260033
2026-01-30 15:00:00,83151.36,83329.35,82650.0,82800.5,693.0162,2026-01-30 15:59:59.999000,57454381.4256739,189580
2026-01-30 14:00:00,82833.92,83314.85,82682.15,83151.36,607.68303,2026-01-30 14:59:59.999000,50393061.8251982,181536
2026-01-30 13:00:00,82363.71,82897.41,82172.02,82833.92,661.3904,2026-01-30 13:59:59.999000,54587859.5049429,227004
2026-01-30 12:00:00,82671.7,82834.19,82160.0,82363.72,1026.26025,2026-01-30 12:59:59.999000,84642791.5124561,265314
2026-01-30 11:00:00,82816.98,82995.41,82438.8,82671.7,959.74241,2026-01-30 11:59:59.999000,79380727.2262554,213661
2026-01-30 10:00:00,82602.81,83100.0,82483.27,82816.98,1624.46252,2026-01-30 10:59:59.999000,134405059.2115771,255287
2026-01-30 09:00:00,82914.2,82919.21,82056.08,82602.81,1199.37024,2026-01-30 09:59:59.999000,99063064.6070744,258558
2026-01-30 08:00:00,82938.92,83329.36,82903.23,82914.19,818.20759,2026-01-30 08:59:59.999000,67997774.5118739,157432
2026-01-30 07:00:00,82676.42,83332.2,82676.42,82938.92,1147.37787,2026-01-30 07:59:59.999000,95245959.7154891,206977
2026-01-30 06:00:00,82164.88,82738.89,82036.35,82676.43,1470.66915,2026-01-30 06:59:59.999000,121099969.4493413,281534
2026-01-30 05:00:00,82468.01,82535.89,81154.0,82164.88,3963.98084,2026-01-30 05:59:59.999000,324465120.7903256,728018
2026-01-30 04:00:00,84192.0,84192.01,81118.0,82468.02,6080.28823,2026-01-30 04:59:59.999000,501827611.8484488,730326
2026-01-30 03:00:00,84650.16,84735.75,84100.0,84192.0,730.18491,2026-01-30 03:59:59.999000,61634913.7488723,130537
2026-01-30 02:00:00,84570.04,84737.69,84445.7,84650.16,631.99089,2026-01-30 02:59:59.999000,53486001.2842017,104129
2026-01-30 01:00:00,84526.57,84615.74,84306.24,84570.05,335.13893,2026-01-30 01:59:59.999000,28311519.480255,82910
2026-01-30 00:00:00,84216.91,84706.32,84200.0,84526.57,780.67473,2026-01-30 00:59:59.999000,65919385.0788075,197629
2026-01-29 23:00:00,84012.11,84398.36,83824.9,84216.91,1089.07114,2026-01-29 23:59:59.999000,91564837.8931266,267279
2026-01-29 22:00:00,83477.02,84334.97,83383.33,84012.11,1752.68525,2026-01-29 22:59:59.999000,147018710.513196,358783
