open_time,open,high,low,close,volume,close_time,quote_volume,num_trades
2026-02-07 17:00:00,69093.98,69187.27,68854.0,68980.37,497.85594,2026-02-07 17:59:59.999000,34361537.4481046,82735
2026-02-07 16:00:00,69024.98,69364.5,68821.64,69093.98,1462.50623,2026-02-07 16:59:59.999000,101012427.61148,274572
2026-02-07 15:00:00,67972.65,69999.99,67901.89,69024.98,3372.78032,2026-02-07 15:59:59.999000,233199087.3574486,605815
2026-02-07 14:00:00,67986.99,68157.21,67700.0,67972.65,1172.5817,2026-02-07 14:59:59.999000,79653190.267499,201136
2026-02-07 13:00:00,68138.19,68299.3,67582.48,67987.0,2026.15669,2026-02-07 13:59:59.999000,137633090.3383656,246732
2026-02-07 12:00:00,68495.01,68763.28,67885.86,68138.2,2704.83478,2026-02-07 12:59:59.999000,184801016.5309009,292045
2026-02-07 11:00:00,68087.13,68790.0,67747.65,68495.01,2785.44241,2026-02-07 11:59:59.999000,190356131.1229834,401908
2026-02-07 10:00:00,68769.66,69084.55,67300.0,68087.14,6488.56676,2026-02-07 10:59:59.999000,441858383.6604056,803328
2026-02-07 09:00:00,70161.51,70310.0,68757.68,68769.65,3067.81307,2026-02-07 09:59:59.999000,214133020.9763347,372927
2026-02-07 08:00:00,70768.0,71191.88,69800.0,70161.5,1954.17044,2026-02-07 08:59:59.999000,137566141.3869366,316337
2026-02-07 07:00:00,70918.99,71690.07,70604.55,70768.13,1760.77139,2026-02-07 07:59:59.999000,125188978.6930477,378067
2026-02-07 06:00:00,70361.36,70928.75,70270.0,70918.99,917.62946,2026-02-07 06:59:59.999000,64842409.4162871,242966
2026-02-07 05:00:00,70471.48,70624.49,70151.51,70361.37,828.17189,2026-02-07 05:59:59.999000,58301106.6330102,218091
2026-02-07 04:00:00,69958.0,70680.54,69741.87,70471.49,1257.48702,2026-02-07 04:59:59.999000,88220183.922375,264599
2026-02-07 03:00:00,70580.26,70600.0,69718.0,69958.0,1684.48527,2026-02-07 03:59:59.999000,118072968.6667561,413634
2026-02-07 02:00:00,71354.46,71751.33,70505.0,70580.26,1448.72018,2026-02-07 02:59:59.999000,102903883.2102278,216177
2026-02-07 01:00:00,70358.44,71577.09,70279.09,71354.46,1439.41821,2026-02-07 01:59:59.999000,102200267.2138324,221121
2026-02-07 00:00:00,70000.14,70508.75,69837.35,70358.43,1079.99332,2026-02-07 00:59:59.999000,75802762.6155608,237693
2026-02-06 23:00:00,70731.45,70996.77,70000.12,70000.13,1842.94729,2026-02-06 23:59:59.999000,129947383.6715928,400315
2026-02-06 22:00:00,69776.68,70952.0,69662.22,70731.46,1949.07605,2026-02-06 22:59:59.999000,136943234.1394525,306508
2026-02-06 21:00:00,70753.53,70816.0,69340.91,69776.68,3217.47319,2026-02-06 21:59:59.999000,225053850.2912317,495341
2026-02-06 20:00:00,69954.01,71500.0,69593.43,70753.53,5224.54006,2026-02-06 20:59:59.999000,369124574.3022497,551751
2026-02-06 19:00:00,68625.99,70224.62,68428.19,69954.01,6892.60997,2026-02-06 19:59:59.999000,479317269.1977095,648731
2026-02-06 18:00:00,68194.9,69192.0,67772.0,68626.0,6052.81042,2026-02-06 18:59:59.999000,414111171.7194836,938035
2026-02-06 17:00:00,67316.82,68647.45,66629.36,68194.89,5594.57909,2026-02-06 17:59:59.999000,379143904.8943248,1003136
2026-02-06 16:00:00,66557.93,67690.7,66480.82,67316.82,4063.76595,2026-02-06 16:59:59.999000,272654657.9282015,711990
2026-02-06 15:00:00,66631.32,66631.32,66114.49,66557.93,1895.66919,2026-02-06 15:59:59.999000,125778916.8434325,346133
2026-02-06 14:00:00,65967.51,66755.13,65772.17,66631.32,2445.47098,2026-02-06 14:59:59.999000,161964875.8728817,324146
2026-02-06 13:00:00,65799.55,66220.0,65550.0,65967.51,2067.37547,2026-02-06 13:59:59.999000,136334280.7549651,362698
2026-02-06 12:00:00,64895.04,66163.0,64764.7,65799.55,2736.04998,2026-02-06 12:59:59.999000,179306872.5209807,378058
2026-02-06 11:00:00,64856.0,65206.11,64500.0,64895.05,2403.94942,2026-02-06 11:59:59.999000,155914537.165812,427947
2026-02-06 10:00:00,64988.26,65543.79,64654.11,64856.0,3886.24107,2026-02-06 10:59:59.999000,252781089.2087666,496113
2026-02-06 09:00:00,66408.11,66800.0,64856.88,64988.26,3562.00258,2026-02-06 09:59:59.999000,234112425.3489971,544910
2026-02-06 08:00:00,64905.54,66826.5,64800.01,66408.11,3077.34633,2026-02-06 08:59:59.999000,202469458.4421068,477248
2026-02-06 07:00:00,64168.33,65000.0,63914.62,64905.84,2678.77331,2026-02-06 07:59:59.999000,173066189.5546315,404064
2026-02-06 06:00:00,64990.11,65172.13,63770.17,64168.33,2757.61679,2026-02-06 06:59:59.999000,177857647.7280151,602939
2026-02-06 05:00:00,65714.96,66010.0,64201.28,64990.1,4172.0595,2026-02-06 05:59:59.999000,271191994.1508989,741794
2026-02-06 04:00:00,63509.4,65760.0,63509.39,65714.96,6085.05108,2026-02-06 04:59:59.999000,392761574.6051488,877667
2026-02-06 03:00:00,62909.87,63861.87,60000.0,63509.39,15965.67588,2026-02-06 03:59:59.999000,983313849.2310015,1514013
2026-02-06 02:00:00,63907.86,64908.0,62717.48,62909.86,4044.75586,2026-02-06 02:59:59.999000,258728846.2211016,562175
2026-02-06 01:00:00,63213.34,64615.88,62690.9,63907.86,4776.16051,2026-02-06 01:59:59.999000,303744055.4206754,617119
2026-02-06 00:00:00,63775.66,64775.0,62888.34,63213.34,6727.66673,2026-02-06 00:59:59.999000,429210097.5477524,962432
2026-02-05 23:00:00,65265.66,65700.0,62345.0,63775.67,13269.97533,2026-02-05 23:59:59.999000,847911013.9792558,1111134
2026-02-05 22:00:00,66347.01,66637.46,65200.0,65265.65,3605.53717,2026-02-05 22:59:59.999000,237574235.8678654,578735
2026-02-05 21:00:00,66181.68,66542.87,65385.0,66347.0,5703.68497,2026-02-05 21:59:59.999000,376039663.6153991,716550
2026-02-05 20:00:00,68295.15,68374.79,66152.0,66181.69,6127.2285,2026-02-05 20:59:59.999000,410910104.4300714,840267
2026-02-05 19:00:00,67489.08,68681.81,66955.34,68295.15,5860.78146,2026-02-05 19:59:59.999000,397405538.4305222,789436
2026-02-05 18:00:00,69404.75,69616.29,66720.15,67489.07,13836.57347,2026-02-05 18:59:59.999000,937898948.9260927,1181032
2026-02-05 17:00:00,69688.94,70872.04,69285.71,69404.76,3459.24538,2026-02-05 17:59:59.999000,242510251.613791,652011
2026-02-05 16:00:00,69563.56,69831.85,69261.11,69688.94,2587.65964,2026-02-05 16:59:59.999000,179923506.1319959,416975
2026-02-05 15:00:00,70318.35,70603.49,69163.0,69563.57,5331.37678,2026-02-05 15:59:59.999000,371089288.0188878,717000
2026-02-05 14:00:00,70858.13,71063.94,69922.0,70318.35,4107.09256,2026-02-05 14:59:59.999000,288854871.8430211,543392
2026-02-05 13:00:00,71549.99,71726.79,70656.59,70858.13,1618.18196,2026-02-05 13:59:59.999000,115265285.2797737,267101
2026-02-05 12:00:00,71054.99,71978.58,71049.35,71550.0,1842.40706,2026-02-05 12:59:59.999000,131910817.565504,329695
2026-02-05 11:00:00,70756.86,71550.0,70683.58,71054.99,1815.06036,2026-02-05 11:59:59.999000,129188750.9857679,314450
2026-02-05 10:00:00,70951.51,71622.82,70644.73,70756.85,2612.40429,2026-02-05 10:59:59.999000,185976735.3058596,359743
2026-02-05 09:00:00,70732.73,70984.62,70434.05,70951.51,2020.09726,2026-02-05 09:59:59.999000,142822029.3424882,383311
2026-02-05 08:00:00,70888.09,71150.16,70140.0,70732.72,4302.51294,2026-02-05 08:59:59.999000,303984571.0072998,532800
2026-02-05 07:00:00,71223.25,71437.68,70701.0,70888.08,4293.99043,2026-02-05 07:59:59.999000,305106384.5832097,797850
2026-02-05 06:00:00,71454.44,71884.47,71152.78,71223.25,2548.86017,2026-02-05 06:59:59.999000,182242795.7681116,805760
2026-02-05 05:00:00,72421.26,72854.39,71305.55,71454.44,2979.51665,2026-02-05 05:59:59.999000,214636071.1676868,837656
2026-02-05 04:00:00,72868.02,73341.18,71995.09,72421.26,1796.49365,2026-02-05 04:59:59.999000,130473959.3343069,690479
2026-02-05 03:00:00,73165.84,73325.6,72754.21,72868.02,1031.56586,2026-02-05 03:59:59.999000,75337771.8942535,356907
2026-02-05 02:00:00,72543.38,73520.59,72468.12,73165.83,1296.31791,2026-02-05 02:59:59.999000,94780382.4009493,368972
2026-02-05 01:00:00,72800.0,73680.0,71888.0,72543.38,2426.62344,2026-02-05 01:59:59.999000,176152689.4600842,609621
2026-02-05 00:00:00,73516.3,73654.0,72210.0,72799.99,1379.23839,2026-02-05 00:59:59.999000,100568403.1521278,400346
2026-02-04 23:00:00,73923.3,74144.0,73425.56,73516.3,1052.61663,2026-02-04 23:59:59.999000,77594042.5259137,388741
2026-02-04 22:00:00,73425.97,74007.28,73041.41,73923.29,1609.77508,2026-02-04 22:59:59.999000,118423183.226987,577511
2026-02-04 21:00:00,72576.08,74140.0,72273.68,73425.96,3480.01439,2026-02-04 21:59:59.999000,254764287.1152172,970515
2026-02-04 20:00:00,73635.63,73863.92,72169.0,72576.08,5764.80542,2026-02-04 20:59:59.999000,419684604.4284931,1102629
2026-02-04 19:00:00,74136.48,74249.83,73076.92,73636.01,3089.62892,2026-02-04 19:59:59.999000,227540704.7001799,970474
2026-02-04 18:00:00,74359.53,75328.28,73794.11,74136.36,3644.50098,2026-02-04 18:59:59.999000,271400714.1182592,1173949
2026-02-04 17:00:00,74867.0,75769.23,74256.0,74359.53,2801.90282,2026-02-04 17:59:59.999000,210491604.9004639,868555
2026-02-04 16:00:00,76180.84,76186.98,74867.0,74867.0,1563.62436,2026-02-04 16:59:59.999000,118061599.3709951,349449
2026-02-04 15:00:00,76017.25,76260.85,76000.0,76180.85,942.91713,2026-02-04 15:59:59.999000,71794358.5761299,214446
2026-02-04 14:00:00,76302.1,76302.1,75666.0,76017.25,1102.73317,2026-02-04 14:59:59.999000,83792805.8323244,285632
2026-02-04 13:00:00,76119.0,76338.65,76069.0,76302.1,440.91077,2026-02-04 13:59:59.999000,33597954.7072301,164088
2026-02-04 12:00:00,76587.26,76607.69,75967.1,76119.0,632.82215,2026-02-04 12:59:59.999000,48225371.7965558,216509
2026-02-04 11:00:00,76514.3,76600.0,76068.69,76587.26,736.19473,2026-02-04 11:59:59.999000,56208328.136606,238936
2026-02-04 10:00:00,76652.68,76657.31,76335.46,76514.3,593.58526,2026-02-04 10:59:59.999000,45408088.1021638,182983
2026-02-04 09:00:00,76280.0,76780.0,76259.9,76652.68,609.34015,2026-02-04 09:59:59.999000,46651495.7654055,166410
2026-02-04 08:00:00,76479.75,76526.8,76105.3,76279.99,1056.73491,2026-02-04 08:59:59.999000,80712761.8690646,186617
2026-02-04 07:00:00,76698.17,76830.69,76413.64,76479.75,577.39018,2026-02-04 07:59:59.999000,44242660.5863415,169462
2026-02-04 06:00:00,75963.35,76971.52,75906.05,76698.17,1036.93598,2026-02-04 06:59:59.999000,79410992.5857394,265909
2026-02-04 05:00:00,76423.73,76610.04,75707.41,75963.35,853.38888,2026-02-04 05:59:59.999000,64992664.0666588,278097
2026-02-04 04:00:00,75910.88,76798.12,75910.88,76423.73,952.72942,2026-02-04 04:59:59.999000,72897015.3908048,307695
2026-02-04 03:00:00,75770.21,76264.0,75467.22,75910.88,730.62893,2026-02-04 03:59:59.999000,55437918.7244514,266456
2026-02-04 02:00:00,75708.82,76000.0,75428.16,75770.21,794.68224,2026-02-04 02:59:59.999000,60169205.0075847,222937
2026-02-04 01:00:00,76239.43,76299.19,75406.79,75708.83,1013.97922,2026-02-04 01:59:59.999000,76895512.1925046,269874
2026-02-04 00:00:00,76475.53,76960.0,76124.05,76239.43,1110.97152,2026-02-04 00:59:59.999000,85109474.6990175,256759
2026-02-03 23:00:00,74935.0,76721.25,74586.54,76475.52,2122.86901,2026-02-03 23:59:59.999000,161031555.0181568,585369
2026-02-03 22:00:00,73139.12,75291.1,72945.5,74935.0,3497.82279,2026-02-03 22:59:59.999000,259852834.7899189,778817
2026-02-03 21:00:00,74915.79,75302.76,73137.66,73139.13,8932.04301,2026-02-03 21:59:59.999000,662015509.4482327,967046
2026-02-03 20:00:00,76488.08,76525.44,74882.28,74915.79,3210.53566,2026-02-03 20:59:59.999000,242729330.6644105,689063
2026-02-03 19:00:00,78132.34,78134.53,76400.0,76488.08,3199.23624,2026-02-03 19:59:59.999000,245981816.8559154,642874
2026-02-03 18:00:00,77201.21,78196.83,77055.54,78132.33,2069.08407,2026-02-03 18:59:59.999000,160665503.5248955,733502
2026-02-03 17:00:00,78307.65,78434.61,77156.24,77201.22,2011.4149,2026-02-03 17:59:59.999000,156645912.6836947,633581
2026-02-03 16:00:00,78330.26,78458.89,78187.91,78307.65,529.49211,2026-02-03 16:59:59.999000,41482980.8590999,200836
2026-02-03 15:00:00,78079.5,78416.9,78000.0,78330.26,933.6271,2026-02-03 15:59:59.999000,73046161.9925693,220572
2026-02-03 14:00:00,78120.36,78349.24,78004.08,78079.5,475.83471,2026-02-03 14:59:59.999000,37200545.498043,204193
2026-02-03 13:00:00,78400.01,78560.0,78070.0,78120.36,505.87116,2026-02-03 13:59:59.999000,39628503.7827413,193078
2026-02-03 12:00:00,78747.96,78841.35,77950.0,78400.01,972.9435,2026-02-03 12:59:59.999000,76147845.4785854,315913
2026-02-03 11:00:00,78794.67,79084.29,78464.6,78747.96,840.3253,2026-02-03 11:59:59.999000,66242596.4651168,238750
2026-02-03 10:00:00,78594.01,78923.93,78488.01,78794.67,705.05984,2026-02-03 10:59:59.999000,55530426.9854914,244462
2026-02-03 09:00:00,78240.45,78665.91,77950.0,78594.17,881.03721,2026-02-03 09:59:59.999000,69038743.0281444,228656
2026-02-03 08:00:00,78798.38,78809.78,78218.98,78240.45,581.74505,2026-02-03 08:59:59.999000,45652579.228918,191874
2026-02-03 07:00:00,78753.32,78999.99,78488.0,78798.39,719.00577,2026-02-03 07:59:59.999000,56613939.9310998,196951
2026-02-03 06:00:00,77808.02,78907.18,77644.09,78753.32,1068.28743,2026-02-03 06:59:59.999000,83564575.0898859,359662
2026-02-03 05:00:00,79017.64,79017.64,77800.0,77808.01,959.76758,2026-02-03 05:59:59.999000,75198186.2074744,317922
2026-02-03 04:00:00,79065.24,79186.81,78716.79,79017.63,990.1874,2026-02-03 04:59:59.999000,78146233.8310405,277959
2026-02-03 03:00:00,78738.6,79099.99,78408.05,79065.24,994.28607,2026-02-03 03:59:59.999000,78313035.3122505,228795
2026-02-03 02:00:00,78795.2,78962.78,78560.0,78738.61,720.98807,2026-02-03 02:59:59.999000,56787727.2510044,130752
2026-02-03 01:00:00,78532.07,78853.35,78528.21,78795.2,488.24484,2026-02-03 01:59:59.999000,38437882.7438306,108362
2026-02-03 00:00:00,78008.59,78552.76,77922.0,78532.06,507.24426,2026-02-03 00:59:59.999000,39730737.4157416,157928
2026-02-02 23:00:00,78341.5,78667.38,77888.0,78008.59,902.54602,2026-02-02 23:59:59.999000,70657975.7753948,266195
2026-02-02 22:00:00,78569.83,78697.99,78283.27,78341.5,1074.65868,2026-02-02 22:59:59.999000,84304394.8144783,198583
2026-02-02 21:00:00,78988.65,78988.65,78369.13,78569.84,992.65857,2026-02-02 21:59:59.999000,78078120.42547,222556
2026-02-02 20:00:00,78634.75,79213.99,78603.93,78988.64,1407.01094,2026-02-02 20:59:59.999000,111114462.8952639,304161
2026-02-02 19:00:00,78850.06,79288.28,78584.0,78634.76,1987.74899,2026-02-02 19:59:59.999000,156956832.6214821,471630
2026-02-02 18:00:00,77844.78,79360.0,77564.62,78850.06,3238.00821,2026-02-02 18:59:59.999000,254419599.0376599,737827
2026-02-02 17:00:00,78224.8,78885.0,77626.44,77844.79,2220.07608,2026-02-02 17:59:59.999000,173737983.5153101,637819
