open_time,open,high,low,close,volume,close_time,quote_volume,num_trades,close_sma_5,candle_body,candle_range,volatility,bb_middle,bb_upper,bb_lower,garman_klass,rsi,atr
2025-10-03 14:20:00,119983.2,120708.96,119881.24,120680.0,366.77114,2025-10-03 14:39:59,44146597.584346905,92102,,696.8000000000029,827.7200000000012,,,,,0.0032740340983497184,,
2025-10-03 14:40:00,120679.99,120975.0,120591.97,120917.85,423.99453,2025-10-03 14:59:59,51225339.5832173,78577,,237.86000000000058,383.02999999999884,,,,,0.001878979473634392,,
2025-10-03 15:00:00,120917.1,121356.0,120641.27,121260.69,725.90368,2025-10-03 15:19:59,87841994.35224831,101468,,343.5899999999965,714.7299999999959,,,,,0.003786260416820978,,
2025-10-03 15:20:00,121260.69,121794.0,121222.0,121733.96,794.08525,2025-10-03 15:39:59,96513562.8827274,152868,,473.2700000000041,572.0,,,,,0.0022844968442334254,,
2025-10-03 15:40:00,121733.96,122366.0,121613.58,122258.05,1038.08354,2025-10-03 15:59:59,126621769.5092051,139869,121370.11000000002,524.0899999999965,752.4199999999983,,121370.11000000002,122640.3808066393,120099.83919336073,0.003448533507052451,100.0,649.9799999999989
2025-10-03 16:00:00,122258.04,123300.0,122258.04,123062.64,2186.77722,2025-10-03 16:19:59,268772178.9337593,236463,121846.638,804.6000000000058,1041.9600000000064,,121846.638,123539.7414336626,120153.53456633742,0.004403279639729121,100.0,692.8279999999999
2025-10-03 16:20:00,123062.64,123894.99,122954.78,123762.57,1565.29366,2025-10-03 16:39:59,193393649.5558804,174244,122415.58200000001,699.9300000000076,940.2100000000064,,122415.58200000001,124429.59817200065,120401.56582799937,0.004072997893192525,100.0,804.2640000000014
2025-10-03 16:40:00,123762.57,123824.2,122508.63,122553.3,927.20452,2025-10-03 16:59:59,114253236.9721161,154440,122674.104,-1209.270000000004,1315.5699999999924,,122674.104,124225.64637277625,121122.56162722377,0.0044499792311212035,67.41522169677859,924.4320000000007
2025-10-03 17:00:00,122553.3,123113.97,121661.44,122333.75,1639.78477,2025-10-03 17:19:59,200559247.9877714,255180,122794.062,-219.5500000000029,1452.5299999999988,,122794.062,124045.98221721839,121542.14178278162,0.008317905999918605,58.6739283224822,1100.5380000000005
2025-10-03 17:20:00,122333.74,122951.88,122231.84,122933.72,525.41227,2025-10-03 17:39:59,64429103.3884211,159756,122929.196,599.9799999999959,720.0400000000081,994.3537568586394,122929.196,124028.37466305717,121830.01733694282,0.0028288724537598206,59.561431066054155,1094.0620000000024
2025-10-03 17:40:00,122933.72,122979.0,121603.42,122073.25,766.89183,2025-10-03 17:59:59,93707200.6419582,180819,122731.31800000001,-860.4700000000012,1375.5800000000017,853.1313215156921,122731.31800000001,124045.56739516067,121417.06860483935,0.006648736865349724,36.217085191923594,1160.7860000000014
2025-10-03 18:00:00,122073.26,122310.93,121466.25,122282.38,571.57645,2025-10-03 18:19:59,69669494.39460629,144814,122435.28,209.1200000000099,844.679999999993,705.8765075256921,122435.28,123088.82695760913,121781.73304239087,0.004783357390443291,26.11356220488713,1141.679999999999
2025-10-03 18:20:00,122282.38,122732.12,122203.45,122687.6,390.6419,2025-10-03 18:39:59,47847898.2410692,92410,122462.13999999998,405.22000000000116,528.6699999999983,576.6626750883079,122462.13999999998,123150.07385568682,121774.20614431315,0.0022559800146800665,52.926767610729065,984.3
2025-10-03 18:40:00,122687.59,122720.0,122325.59,122538.46,212.87319,2025-10-03 18:59:59,26084465.0384939,66407,122503.08200000001,-149.1299999999901,394.4100000000035,498.12873554266787,122503.08200000001,123177.0348939623,121829.12910603771,0.0021470405217641985,54.60243802637686,772.676000000001
2025-10-03 19:00:00,122538.46,122717.0,122355.08,122665.26,214.70821,2025-10-03 19:19:59,26308246.2211158,59628,122449.38999999998,126.79999999998836,361.91999999999825,478.9315879016586,122449.38999999998,122979.1550097922,121919.62499020777,0.0019871138422009327,42.333043935205076,701.051999999999
2025-10-03 19:20:00,122665.27,122961.63,122543.78,122671.19,270.96388,2025-10-03 19:39:59,33271238.3136802,62919,122568.978,5.919999999998254,417.8500000000058,460.6753037009959,122568.978,122910.82366295352,122227.13233704648,0.0024068057100551502,83.35899667492366,509.50599999999974
2025-10-03 19:40:00,122671.2,122831.0,122572.78,122660.99,175.54162,2025-10-03 19:59:59,21537374.9654864,60852,122644.7,-10.209999999991851,258.22000000000116,247.49469403965878,122644.7,122765.18711715417,122524.21288284582,0.0014871719645940468,77.14867558691535,392.2140000000014
2025-10-03 20:00:00,122661.0,122695.6,122037.43,122190.53,294.98087,2025-10-03 20:19:59,36065926.495348,74430,122545.28600000001,-470.47000000000116,658.1700000000128,270.81513588302323,122545.28600000001,122957.02791834222,122133.54408165779,0.0029597957713589948,17.406528267739787,418.1140000000043
2025-10-03 20:20:00,122190.53,122429.0,122099.51,122428.99,143.20938999999998,2025-10-03 20:39:59,17508067.641599,33762,122523.39199999999,238.4600000000064,329.49000000000524,265.8020524981495,122523.39199999999,122948.37768973569,122098.4063102643,0.0014706820798610133,43.57457298820212,405.13000000000466
2025-10-03 20:40:00,122429.0,122734.92,122371.81,122447.94,179.46789,2025-10-03 20:59:59,21993806.806645,37426,122479.928,18.94000000000233,363.1100000000006,221.0369763159471,122479.928,122875.82409101396,122084.03190898604,0.0020928615913178455,35.39516129032339,405.3680000000051
2025-10-03 21:00:00,122447.94,122452.1,122276.5,122288.43,114.76705,2025-10-03 21:19:59,14045991.4719,26416,122403.376,-159.5100000000093,175.60000000000582,186.47058630431235,122403.376,122760.47963022538,122046.27236977463,0.0006109948426209596,28.678223668085167,356.9180000000051
2025-10-03 21:20:00,122288.44,122357.02,122111.73,122179.89,104.43571,2025-10-03 21:39:59,12767865.2286861,21958,122307.156,-108.55000000000291,245.29000000000815,201.15488923272434,122307.156,122561.73914932486,122052.57285067515,0.0013072172960252326,25.846453530404062,354.33200000000653
2025-10-03 21:40:00,122179.9,122403.85,121999.33,122306.57,173.55266,2025-10-03 21:59:59,21209947.1404709,37942,122330.36399999999,126.6700000000128,404.5200000000041,192.5063680476471,122330.36399999999,122550.63257043199,122110.09542956798,0.0022503706791860635,58.89686263685755,303.60200000000475
2025-10-03 22:00:00,122306.57,122534.23,122306.56,122500.23,85.99864,2025-10-03 22:19:59,10528001.8567212,21436,122344.61200000001,193.65999999998894,227.66999999999825,190.65650997425377,122344.61200000001,122602.74100976092,122086.48299023909,0.000873126164501326,55.86491915566167,283.23800000000335
2025-10-03 22:20:00,122500.23,122621.43,122462.66,122621.42,75.16516,2025-10-03 22:39:59,9209561.621321,17983,122379.308,121.19000000000233,158.76999999998952,185.173250036004,122379.308,122735.05723314063,122023.55876685938,0.000679438236203073,62.22413258547277,242.37000000000117
2025-10-03 22:40:00,122621.43,122665.0,122447.83,122477.0,66.8315,2025-10-03 22:59:59,8190831.303551,15177,122417.022,-144.42999999999302,217.16999999999825,166.2391984427753,122417.022,122764.4852410488,122069.5587589512,0.0010165828994009296,63.57614940459975,250.68399999999966
2025-10-03 23:00:00,122477.0,122477.0,122283.0,122329.53,124.8264,2025-10-03 23:19:59,15273695.8527107,20716,122446.95,-147.47000000000116,194.0,141.94835861055282,122446.95,122707.09523366789,122186.8047663321,0.0008341221941870832,60.20152163835182,240.42599999999803
2025-10-03 23:20:00,122329.54,122358.43,122196.69,122325.6,66.21136,2025-10-03 23:39:59,8096966.173638999,20260,122450.75600000001,-3.9399999999877764,161.7399999999907,127.96536849218465,122450.75600000001,122701.00066531802,122200.511334682,0.0009350960975786654,51.55812468272547,191.86999999999534
2025-10-03 23:40:00,122325.59,122332.68,122180.79,122232.0,99.81507,2025-10-03 23:59:59,12201471.6924524,22561,122397.11000000002,-93.58999999999651,151.88999999999942,136.28406709274876,122397.11000000002,122703.11561563498,122091.10438436506,0.0007385567628462674,23.734356945614493,176.71399999999556
2025-10-04 00:00:00,122232.21,122260.0,122060.18,122219.0,164.08182,2025-10-04 00:19:59,20047633.1269005,32690,122316.626,-13.210000000006403,199.82000000000698,141.04347683134608,122316.626,122523.1671860142,122110.08481398581,0.0011546784068768264,0.0,184.92399999999907
2025-10-04 00:20:00,122218.99,122295.56,121982.23,122021.73,156.08496,2025-10-04 00:39:59,19067083.9298025,36853,122225.572,-197.2600000000093,313.33000000000175,174.74184069652148,122225.572,122475.46985489309,121975.67414510691,0.0015108367283075093,0.0,204.15599999999978
